keyword	url	title	timestamp	clicks
2021fiveyearplan	https://docs.google.com/document/d/1d7tYBoPMAmC3cRUXT7tkEeTLZDjQzn-eFTacDnKWvvE/edit?usp=sharing	TCC 5 Year Plan Resolution 2021 - Google Docs	2022-11-29 14:39:43	155
2022agmslides	https://drive.google.com/file/d/1ijS7TqntKXSzuotRiDA4j3CaxkeyjfNs/view	Annual General Meeting 05-21-2022.pptx.pdf - Google Drive	2023-05-11 15:19:46	5
2022budget	https://docs.google.com/spreadsheets/d/1TvDrp9YIVl1ptrlqeJj1IXqb48olsjF6TSAD7pTBhWw/edit#gid=785831240	Google Sheets - create and edit spreadsheets online, for free.	2022-03-29 14:09:43	15
2022mixeddoubles	https://docs.google.com/spreadsheets/d/e/2PACX-1vQQLg-kAZYrQkGDCwzTdJvibwHts23logQ5k19IwtaauLS3YTQHmbeZoC3a-tN0f16M9_Tswi92-I8i/pubhtml	2022 Perfect Pairs MD Bonspiel - Google Drive	2022-11-03 23:23:52	3
2022townhall	https://teams.microsoft.com/l/meetup-join/19%3Ameeting_MWVjYzJhYzUtMGYyNy00ZWZiLThjMjItOWZjZjM2YmQ3NDFm%40thread.v2/0?context=%7B%22Tid%22%3A%22ab50cb29-ce9a-4359-a796-a7b42e615fde%22%2C%22Oid%22%3A%2270a44f1d-5893-4e80-8a66-7a87adccfa91%22%2C%22MessageId%22%3A%220%22%7D	Join conversation	2022-11-20 16:45:11	65
2022townhallrecording	https://trianglecurling-my.sharepoint.com/personal/trevor_trianglecurling_onmicrosoft_com/_layouts/15/stream.aspx?id=%2Fpersonal%2Ftrevor%5Ftrianglecurling%5Fonmicrosoft%5Fcom%2FDocuments%2FRecordings%2FTriangle%20Curling%20Virtual%20Town%20Hall%2D20221127%5F200040%2DMeeting%20Recording%2Emp4&ga=1	https://trianglecurling-my.sharepoint.com/personal/trevor_trianglecurling_onmicrosoft_com/_layouts/15/stream.aspx?id=%2Fpersonal%2Ftrevor%5Ftrianglecurling%5Fonmicrosoft%5Fcom%2FDocuments%2FRecordings%2FTriangle%20Curling%20Virtual%20Town%20Hall%2D20221127%5F200040%2DMeeting%20Recording%2Emp4&ga=1	2022-11-28 02:25:16	2
2022townhallslides	https://docs.google.com/presentation/d/1n7DYwco4xPBncGQlZdALB1fLsrcpJKzn/edit?usp=sharing&ouid=114308227331840522549&rtpof=true&sd=true	Town Hall 11-27-2022.pptx - Google Slides	2022-11-29 14:37:30	31
2022townhallvideo	https://drive.google.com/file/d/1bAX03KAxtFnFQ7qfF4Z5PgqmiHdcZ7BM/view?usp=share_link	Fall2022 Triangle Curling Virtual Town Hall Recording.mp4 - Google Drive	2022-11-29 14:38:47	14
2023agmmeetinglink	https://teams.microsoft.com/l/meetup-join/19%3ameeting_YTBkNmFlYmUtMzEyNi00ODZkLWFkMmItZDk1YzkwNDY5Mzdh%40thread.v2/0?context=%7b%22Tid%22%3a%22ab50cb29-ce9a-4359-a796-a7b42e615fde%22%2c%22Oid%22%3a%2270a44f1d-5893-4e80-8a66-7a87adccfa91%22%7d	Join conversation	2023-05-17 21:56:15	71
2023agmslidedeck	https://drive.google.com/file/d/1o-tuUy0cpwhU7k3hXpl04X93kEPgUdQ3/view?usp=share_link	Annual General Meeting 05-20-2023.pptx.pdf - Google Drive	2023-05-23 01:11:06	75
2023bylawstownhall	https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzM0NDlmNzktOTI3MC00ZTUyLWJhMWItZmM3MmM4ODVkZGJj%40thread.v2/0?context=%7b%22Tid%22%3a%22ab50cb29-ce9a-4359-a796-a7b42e615fde%22%2c%22Oid%22%3a%2270a44f1d-5893-4e80-8a66-7a87adccfa91%22%7d	Join conversation	2023-05-04 19:34:22	22
2023bylawsupdate	https://docs.google.com/forms/d/e/1FAIpQLSfpvqi_YvhhDl8FinHE91sPAdxngQK69UHlXj-AiV1zqOt21g/viewform?usp=share_link	2023 Bylaws Update Suggestion	2023-01-15 15:43:01	46
2023bylawsupdatesummary	https://docs.google.com/document/d/1xF4h3tTLIN0z95uqJYkUxTMU8FwQLYIcgc3PpkFQOnw/edit?usp=sharing	SHARED - Summary of proposed 2023 bylaws updates - Google Docs	2023-05-11 13:00:03	98
2023candidateqa	https://docs.google.com/document/d/1cB0advPx_fzIkmf2xT7VTfgW5EmUZ_jYNbv4rkG2gpU/edit?usp=share_link	SHARED - 2023 Board Candidate Q&A - Google Docs	2023-05-11 12:52:29	166
2023candidatestatements	https://docs.google.com/document/d/1bD_oS14zFt1EOJHZJJju2UC8kj2_kAK52x9Pbej7ox8/edit?usp=sharing	SHARED - 2023 Board Candidate Statements - Google Docs	2023-05-10 16:41:55	180
2023draw	https://docs.google.com/spreadsheets/d/1lfh0rI2i11_VTlPHAZS5DdPpjsAWTxB73fOf8gkZPTI/edit?usp=sharing	2023 Over Under Draw - 24 teams - Google Sheets	2023-09-20 02:47:44	222
2023electionresults	https://drive.google.com/file/d/1aR1nG85WZa6H8Ql-ZMA0Ukv2JpyzqPt-/view?usp=sharing	2023 Elections Results (formatted).pdf - Google Drive	2023-05-23 01:09:13	33
2023mixeddoubles	https://docs.google.com/spreadsheets/d/e/2PACX-1vTwGQEU4NE5hkcAtZVWFKIypaXIgza_aAd51e8ebKReFMlBCLMG7Eu2TLhBI1b4pw/pubhtml	2023 MD Bonspiel.xlsx - Google Sheets	2023-10-29 15:25:03	783
2023nyd	https://docs.google.com/spreadsheets/d/1kAcenvUmzXuwyBUjESXxKuWtaE7y4p2SQxj9-QmMm0o/edit?usp=sharing	Google Sheets: Sign-in	2022-12-19 15:21:57	8
2023proposedbylawsupdates	https://docs.google.com/document/d/1Bf-k3HMTtl_FgwAr2KwlJnQYprFB7jKt7HrkSOYbQBE/edit?usp=sharing	Proposed 2023 update - Triangle Curling Club - Bylaws - Google Docs	2023-05-11 12:55:21	99
2023summerprojects	https://docs.google.com/document/d/1_QLXb7wgzA-iX7yh-nOSZJeCPUV7J3zGo_cmzEkVYpA/edit?usp=share_link	2023 Summer Off-Season Projects List - Google Docs	2023-05-19 11:22:27	213
2024agm	https://teams.microsoft.com/l/meetup-join/19%3ameeting_YjFkOWZhNzItNDBjMi00NDljLWIzNTMtNjVhZjUxZmVmOGQy%40thread.v2/0?context=%7b%22Tid%22%3a%22ab50cb29-ce9a-4359-a796-a7b42e615fde%22%2c%22Oid%22%3a%2270a44f1d-5893-4e80-8a66-7a87adccfa91%22%7d	Join conversation	2024-05-17 17:47:55	45
2024chillerupdates	https://trianglecurling.com/index.php/member-s-home/74-news/532-chiller-replacement-summer-2024	2024 Chiller Updates	2024-05-03 16:23:26	6
2024mixeddoubles	https://docs.google.com/spreadsheets/d/e/2PACX-1vQzdbYnJscEjxq6Y88QpZMfVrUfCuJQGJr_66C151u0naeyWq7LOYJJzbD22RSosw/pubhtml	2024 Mixed Doubles Bonspiel Draw.xlsx - Google Drive	2024-10-16 12:38:28	338
2025agm	https://meet.google.com/ekc-bbex-wfm	https://meet.google.com/ekc-bbex-wfm	2025-05-15 13:13:01	51
501c3	https://drive.google.com/file/d/1sypp12CEEcAzKlXu3x8wAIW_g76oG6tv/view?usp=share_link	IRS 501(c)3 letter.pdf - Google Drive	2022-11-12 21:44:59	18
agmrsvp	https://docs.google.com/forms/d/e/1FAIpQLSe289Ll9XIQjSQOMk1nc3zQ1KpYReIMfTZLO0JjVJB2K3WniA/viewform	2023 End-of-Season Lunch RSVP	2023-05-10 15:05:00	114
announcements	https://docs.google.com/presentation/d/1IDsq0M4I-NlNEPau7SnSYtdSk9cgaZTfuxkW_E_hLI0/edit#slide=id.p	Triangle Curling Announcements - Google Slides	2023-01-26 16:41:08	30
announcements-present	https://docs.google.com/presentation/d/e/2PACX-1vQO2nLEn7fFP6HA4TWCBK0uwQ_sqj3d5mrn0Ps8SHm4zH32orjMFJj9yuCBkYK6ea3SL3xXqAUPzRBA/pub?start=true&loop=true&delayms=15000	Triangle Curling Announcements - Google Slides	2023-01-26 19:27:43	78
avitmanual	https://docs.google.com/document/d/1dQONShndsXoUYFG5xgp1tsm-sKZLRp3QmxibgNsG2_8/edit?tab=t.0	https://docs.google.com/document/d/1dQONShndsXoUYFG5xgp1tsm-sKZLRp3QmxibgNsG2_8/edit?tab=t.0	2025-06-12 14:54:55	7
benefits	https://trianglecurling.com/index.php/leagues/membership/2-uncategorised/514-membership-benefits	Triangle Curling - Membership Benefits	2023-01-17 16:14:08	8
bestofdurham	https://durhammag.com/bestofdurham/#/gallery/?group=444593	https://durhammag.com/bestofdurham/#/gallery/?group=444593	2023-02-16 00:51:15	1
bonspielrequest	https://docs.google.com/forms/d/e/1FAIpQLSfVmzIh-XrjNkq_n1TN8G9FwSXNuO9JymVROPiwswF_dZYJlA/viewform	Bonspiel Host Request Form	2022-02-17 17:45:29	69
bonspielslides	https://docs.google.com/presentation/d/e/2PACX-1vQU36feA_nHuYWglm1Yi45NylbHrYtCIxhlUl71cvRbQtcdYynyuYT7HX3r9W2IPOqSWKsLHaX_SV6F/pub?start=true&loop=true&delayms=5000	Bonspiel Slides - Google Slides	2023-11-03 13:43:26	5
brewerspiel	https://trianglecurling.com/index.php/86-bonspiels/518-brewer-s-charity-spiel	Triangle Curling - 2025 Brewer's Charity Bonspiel	2023-12-11 21:50:08	5
budget	https://drive.google.com/file/d/1o26mjafKKft2dqgqNeKsZkWRi4plNz92/view?usp=sharing	2025-26 Budget - Triangle Curling Club	2022-03-29 13:45:57	108
bylaws	https://drive.google.com/file/d/1JhFqJW6v12cKJ9xYuy_fK9uT06vbe-6q/view?usp=drive_link	Triangle Curling Club - Bylaws - May 17 2023 revision	2022-03-29 14:10:54	128
calendar	https://trianglecurling.com/index.php/events/calendar/month.calendar/	Triangle Curling - Club Calendar	2021-10-24 01:14:29	258
candidatestatements	https://docs.google.com/document/d/1FuC6mWqS4Wrm1ih18jWn1rq7uGxv_ZkRqDV3AtyyjlY/edit?usp=sharing	2022 Triangle Curling BoD Candidate Statements - Google Docs	2022-05-09 19:37:21	172
childs	https://trianglecurling.com/index.php/events/bonspiels/86-bonspiels/537-gncc-elisabeth-childs	Triangle Curling - GNCC Elisabeth Childs Challenge Women's 5-and-Under Bonspiel	2025-11-25 14:54:07	49
classic	https://trianglecurling.com/index.php/events/carolina-classic	Triangle Curling - Carolina Classic	2022-01-20 14:28:52	567
classicdraw	https://docs.google.com/spreadsheets/d/1Y6b6ufJ84e4X1TSMmfOzadXQ1veMRLqIGo8RG-gnvsw/edit?usp=sharing	2025 Carolina Classic - Google Sheets	2022-03-14 14:26:58	1775
classicdrawweb	https://docs.google.com/spreadsheets/d/e/2PACX-1vRuHgsAeq4VidQdxeutMmWcsvuRu7uL8Pl7NZZFssRtXfEl1qBrL7mYmWA1ANpoDEQCLki9XX17ZdEf/pubhtml	2025 Carolina Classic - Google Drive	2024-04-18 14:23:12	616
classicteams	https://docs.google.com/spreadsheets/d/1cSLXLu0F9V_RoJAjsTMRESUi_e55M91IJKTOZRsx4Cw/edit#gid=1496922066	Google Sheets - create and edit spreadsheets online, for free.	2022-03-29 13:48:25	13
classicvolunteering	https://www.signupgenius.com/go/5080845A4AD2EA1FC1-48901884-2024#/	SignUpGenius - Mobile	2022-04-03 01:06:48	756
clubspiel	https://trianglecurling.com/index.php/events/bonspiels/86-bonspiels/452-triangle-club-championship	Triangle Curling Club Spiel	2023-02-07 14:50:52	299
clubspieldraw	https://docs.google.com/spreadsheets/d/1KekYszbsHze1t7EPAJyHWR91NSygwzAZZB11b5pIIUo/edit?gid=157162640#gid=157162640	2025 Triangle Club Spiel Draw	2023-02-07 14:37:24	400
clubspielteammatching	https://docs.google.com/spreadsheets/d/1Yw-TzHCjVwABGEVY-Pfs75kcXoFE37yIkjAxBYyhST8/edit#gid=0	Team Matching for 2025 Triangle Club Spiel - Google Sheets	2023-02-07 14:33:30	1030
collegenight10sept	https://trianglecurling.com/index.php/events/event-listings/learn-to-curl/266-college-night-2023-1	Triangle Curling - College Night - 10 September 2023-Learn to Curl	2023-08-31 23:39:26	1
conduct	https://drive.google.com/file/d/17BqDFrxAsI0e65FSEx4lOmzCxMkWRAWL/view?usp=drive_link	Code of Conduct - Google Docs	2021-11-15 15:33:56	996
covid	https://drive.google.com/file/d/1VoYKt1CSVuNiTienizxW4JXSum-aAMvT/view	Triangle Curling Club 2022-2023 COVID-19 Policy and Procedures	2021-10-24 00:54:47	1316
currentgenderterminology	https://docs.google.com/document/d/1UDQO7gmvJ81NI5amEL5i8cO9eIcAxzm_mDwIIA5Sshg/edit?usp=share_link	Primer on current gender terminology - Google Docs	2022-12-14 18:53:42	38
donate	https://trianglecurling.com/index.php/about/donate	Triangle Curling - Donate	2022-11-12 15:02:16	163
emergency	https://docs.google.com/document/d/1j-bxME9wteWZaTa_Sprn_OEouK1zxETKQXv8QytCpok/edit?tab=t.0	https://docs.google.com/document/d/1j-bxME9wteWZaTa_Sprn_OEouK1zxETKQXv8QytCpok/edit?tab=t.0	2025-06-12 14:22:56	22
emergencycontacts	https://docs.google.com/spreadsheets/d/1fuUQvUeY55OUBPm4pcjaIaw4hN-xSrHvxVoLYA9Vmwo/edit?usp=sharing	Emergency Contacts - Google Sheets	2026-03-05 02:03:40	1
etiquette	https://drive.google.com/file/d/1JlXvUwYX741ss8cv6ihrtIOyZzwtWo93/view?usp=drive_link	2025-08-03 - Curling Etiquette.pdf - Google Drive	2025-08-03 14:09:11	54
eventsvideo	https://www.youtube.com/watch?v=QE3xcp-koG0	https://www.youtube.com/watch?v=QE3xcp-koG0	2025-09-24 13:42:15	1559
expense	https://docs.google.com/forms/d/e/1FAIpQLSe8zc6qQ_b8Td3drbdC4WU7HkTmjneUQQqDbkfTkba3c5cV4A/viewform?usp=sf_link	Google Forms: Sign-in	2023-01-27 23:15:21	660
expensepolicy	https://docs.google.com/document/d/1cjhSnTVBHySnrTxQ316sXPHySXy5fBpY3aM0kdibppA/edit?tab=t.0	TCC Finance - Expense Submission and Approval Process - Google Docs	2025-06-12 14:32:35	8
gnccopen	https://trianglecurling.com/index.php/events/gncc-open-championship	Triangle Curling - GNCC Open Championship	2024-01-03 20:06:06	125
